video-id,fold-ind,startphrase,gold-ending,distractor-0,distractor-1,distractor-2,distractor-3,gold-source,gold-type,distractor-0-type,distractor-1-type,distractor-2-type,distractor-3-type,sent1,sent2
lsmdc3017_CHRONICLE-7331,7173,The view swings to someone who dabs his bloody nose. He playfully,punches someone in the throat.,does a vault on a wall.,twists its someone's claws.,dodges her broom around a corner.,hits her with a suburban stare.,gen-orig,pos,unl,unl,unl,pos,The view swings to someone who dabs his bloody nose.,He playfully
lsmdc3017_CHRONICLE-7331,7172,"As the retired firefighter catches his breath lying face down, someone remains standing. His shoulders",heave as he catches his own breath.,sag as he watches the car through an archway.,tremble as he struggles to the transport.,heave one at his time before he drops a switch and move out of the building by the street.,scowl rhythmically as he slips.,gold0-orig,pos,unl,unl,unl,unl,"As the retired firefighter catches his breath lying face down, someone remains standing.",His shoulders
anetv_u3XYsINR-y4,11598,One plays a violin while the others plays the piano. The two,clap his hands over the instrument as the others speak into the microphone.,teams interact and continue to disperse and joins their other blanches.,continue playing with the watch.,continues moving along the set.,,gen-orig,pos,unl,unl,pos,n/a,One plays a violin while the others plays the piano.,The two
anetv_u3XYsINR-y4,11597,Two women are seen playing different instruments in different frames. One,plays a violin while the others plays the piano.,player kicks the ball and begins to play again.,dance all filled with people in the background.,turns around the bit and performs several cartwheels.,the man is shown standing in front of him after he does n't return the moment.,gold0-orig,pos,unl,unl,unl,unl,Two women are seen playing different instruments in different frames.,One
anetv_u3XYsINR-y4,11598,One plays a violin while the others plays the piano. The two,continue to play together in separate frames.,play a song together themselves and sings.,teams interact and continue to disperse and joins their other blanches.,continue playing with the watch.,begin playing the piano and smiling to the camera.,gold1-reannot,pos,unl,unl,unl,pos,One plays a violin while the others plays the piano.,The two
anetv_u3XYsINR-y4,11598,One plays a violin while the others plays the piano. The two,continues moving along the set.,play a song together themselves and sings.,teams interact and continue to disperse and joins their other blanches.,continue playing with the watch.,begin playing the piano and smiling to the camera.,gen-reannot,pos,unl,unl,unl,pos,One plays a violin while the others plays the piano.,The two
anetv_u3XYsINR-y4,18251,"A woman plays a violin while another plays a piano, both wearing overalls. They",continue playing while the woman walks into frame and finishes her song.,do jumps to perform a guitar seat.,"and people are sitting on the floor playing, a band stands watching them.",pause before the door.,,gen-reannot,pos,unl,unl,unl,n/a,"A woman plays a violin while another plays a piano, both wearing overalls.",They
anetv_YizcSEo0bTo,16304,They are all riding bumper cars around a track. They,bump and slam into each other.,"fly bikes through trees, track, and then gallop into the area.",kick the ball over and over again.,are skating around and bumping into each other.,,gold0-orig,pos,unl,unl,pos,n/a,They are all riding bumper cars around a track.,They
anetv_YizcSEo0bTo,16303,A group of kids are inside a building. They,are all riding bumper cars around a track.,are working out on the side of the slide.,are twirling drums in their hands.,are moving back and forth in the grass.,,gold0-orig,pos,unl,unl,unl,n/a,A group of kids are inside a building.,They
anetv_nEOpfvJ7g_g,6067,They hit a ball against the wall multiple times. They,are engaged in a game of racquetball.,play hockey against each other.,throw the white ball against the wall to do it.,spin to face each other.,hit the ball back and forth.,gold0-orig,pos,unl,unl,pos,pos,They hit a ball against the wall multiple times.,They
anetv_nEOpfvJ7g_g,17716,The man in the front continues bouncing the ball up and down before finally hitting it against the wall. Both males,go back and forth hitting the ball and filling in for each other as the game continues.,continue lifting the barbells over a chain fence as well as speaking to the camera.,are shown kicking the ball around with each other's claws as the coach walks off.,are shown waving his arms across indoors to grab one of some things.,are laughing and throwing a ball towards one another as they are trying to hit them into the vast while laughing.,gold0-orig,pos,unl,unl,unl,pos,The man in the front continues bouncing the ball up and down before finally hitting it against the wall.,Both males
anetv_nEOpfvJ7g_g,17715,Two men dressed in white shirt and different bottoms are standing in a room with three walls and a hard wood floor. The man in the front,continues bouncing the ball up and down before finally hitting it against the wall.,is performing jumping rope while other men continue on the rope.,is showing how to do a run with a hockey bat in the bar.,gets up and shows how to do a tango routine on the stage between the two boys and her legs.,is to the roof to talk.,gold0-orig,pos,unl,unl,unl,unl,Two men dressed in white shirt and different bottoms are standing in a room with three walls and a hard wood floor.,The man in the front
anetv_nEOpfvJ7g_g,6066,A man and woman are standing inside a court. They,are engaged in a game of tennis.,hula hoops for the hoops.,are engaged in a tug of war.,are engaged in a game of ping pong.,,gen-orig,pos,unl,pos,pos,n/a,A man and woman are standing inside a court.,They
anetv_nEOpfvJ7g_g,6066,A man and woman are standing inside a court. They,hit a ball against the wall multiple times.,are engaged in a tug of war.,are playing a game of volleyball on a table.,hula hoops for the hoops.,are engaged in a game of ping pong.,gold0-reannot,pos,unl,unl,unl,unl,A man and woman are standing inside a court.,They
lsmdc0006_Clerks-48839,15986,"Someone looks around, hyperventilating. Someone",pours him a drink.,looks up and finds someone in a sunlit tower.,pretends to be drinking coffee.,frowns at someone's smiled nod.,,gen-orig,pos,pos,pos,pos,n/a,"Someone looks around, hyperventilating.",Someone
lsmdc0006_Clerks-48839,15985,The ball drops between the two and someone gets flattened. Someone,scrambles to the edge and calls over.,leaves the room and looks back down across the floor.,lays down his bottle.,takes a seat and kicks a fat guy onto the table.,,gold0-orig,pos,unl,unl,unl,n/a,The ball drops between the two and someone gets flattened.,Someone
lsmdc0006_Clerks-48839,15984,The customer winds up and takes a hard shot. The ball,"sails off the court, through the air, and into a faraway yard.",lands falls on the table screaming to the center.,pushes a ball back and forth on a cricket board.,"gradually blows quickly, sending the whole stick ready to explode.",,gold0-orig,pos,unl,unl,unl,n/a,The customer winds up and takes a hard shot.,The ball
lsmdc0006_Clerks-48839,15986,"Someone looks around, hyperventilating. Someone",calls to the sidelines.,drops the phone and points to the diamond on the gryffindor hat.,"feels the water, then lifts it off his back.",frowns at someone's smiled nod.,looks up and finds someone in a sunlit tower.,gold0-reannot,pos,unl,unl,unl,unl,"Someone looks around, hyperventilating.",Someone
lsmdc0006_Clerks-48839,15987,Someone calls to the sidelines. Sanford,skates up to him.,makes his way through the crowd and country on all fours.,follows someone as someone appear behind the kids.,pulls over and rushes out to the zebra observing him.,leaps past the professor over his shoulder.,gold0-reannot,pos,unl,unl,unl,unl,Someone calls to the sidelines.,Sanford
anetv_rS8T1dAdiCs,16950,We see the girl puts gifts into a gift bag with tissue paper. The girl,arrange the wrapping paper and straightens the gift paper.,folds paper ribbon for me and then puts it in the cellophane.,laughs as the insides place her hand around her thighs.,paints in wrapping paper.,wraps her cookie wrap around the desktop.,gen-orig,pos,unl,unl,unl,unl,We see the girl puts gifts into a gift bag with tissue paper.,The girl
anetv_rS8T1dAdiCs,16950,We see the girl puts gifts into a gift bag with tissue paper. The girl,moves the cat off the table and onto the floor.,folds paper ribbon for me and then puts it in the cellophane.,laughs as the insides place her hand around her thighs.,paints in wrapping paper.,wraps her cookie wrap around the desktop.,gold1-orig,pos,unl,unl,unl,unl,We see the girl puts gifts into a gift bag with tissue paper.,The girl
anetv_rS8T1dAdiCs,16948,The girl sits at the table and shows a gift bag. A cat,runs across the table and jumps off.,stands behind the fence and stuffs the pumpkins.,slides down a tub and leaves with a knife.,uses the scissors to capture the fingernails.,picks out two pink toys across the table.,gold0-orig,pos,unl,unl,unl,pos,The girl sits at the table and shows a gift bag.,A cat
anetv_rS8T1dAdiCs,16951,The girl moves the cat off the table and onto the floor. The girl,adds more tissue paper to the bag.,picks up the cat and cuts his neck.,hits the nail up while the timer captures her around.,uses the cat to cut the cat's nails.,takes a knife and starts to cut the cat's claws.,gold0-orig,pos,unl,unl,unl,unl,The girl moves the cat off the table and onto the floor.,The girl
anetv_rS8T1dAdiCs,16947,We see an intro screen. The girl,sits at the table and shows a gift bag.,looks at the camera in a sink.,spins his dog in the air.,sits on the frame talking about the process.,puts a second potato in the pan.,gold1-orig,pos,unl,unl,unl,unl,We see an intro screen.,The girl
anetv_rS8T1dAdiCs,16946,A girl sits a table talking. We,see an intro screen.,is shown some time and she's standing just watching the girls.,show a lady how to make a drink.,"are in a restaurant drinking a beer and presenting a cocktail, and a man holds a beer.",,gold0-orig,pos,unl,pos,pos,n/a,A girl sits a table talking.,We
